time, x-setpoint, y-setpoint, z-setpoint, x, y, z
0.00,0.00,0.00,0.00,16.26,1668.65,0.00
10.00,0.00,0.00,0.00,33.05,1686.20,0.00
20.00,0.00,0.00,0.00,30.76,1680.86,0.00
30.00,0.00,0.00,0.00,21.61,1677.05,0.00
40.00,0.00,0.00,0.00,1.01,1674.00,0.00
50.00,0.00,0.00,0.00,11.69,1677.81,0.00
60.00,0.00,0.00,0.00,24.66,1663.31,0.00
70.00,0.00,0.00,0.00,17.03,1683.15,0.00
80.00,0.00,0.00,0.00,20.84,1677.05,0.00
92.00,0.00,0.00,0.00,28.47,1660.26,0.00
100.00,0.00,0.00,0.00,32.29,1667.89,0.00
110.00,0.00,0.00,0.00,7.87,1655.68,0.00
120.00,0.00,0.00,0.00,21.61,1682.39,0.00
130.00,0.00,0.00,0.00,35.34,1680.86,0.00
140.00,0.00,0.00,0.00,47.55,1683.91,0.00
150.00,0.00,0.00,0.00,30.76,1654.16,0.00
160.00,0.00,0.00,0.00,-5.86,1650.34,0.00
170.00,0.00,0.00,0.00,51.36,1671.71,0.00
180.00,0.00,0.00,0.00,8.64,1654.92,0.00
190.00,0.00,0.00,0.00,22.37,1689.25,0.00
200.00,0.00,0.00,0.00,36.86,1678.57,0.00
210.00,0.00,0.00,0.00,-10.44,1637.37,0.00
220.00,0.00,0.00,0.00,19.32,1680.10,0.00
230.00,0.00,0.00,0.00,17.79,1664.84,0.00
240.00,0.00,0.00,0.00,17.03,1666.37,0.00
250.00,0.00,0.00,0.00,31.52,1667.13,0.00
260.00,0.00,0.00,0.00,10.16,1651.87,0.00
270.00,0.00,0.00,0.00,6.35,1671.71,0.00
280.00,0.00,0.00,0.00,20.08,1678.57,0.00
290.00,0.00,0.00,0.00,23.89,1681.62,0.00
300.00,0.00,0.00,0.00,26.18,1664.84,0.00
310.00,0.00,0.00,0.00,17.79,1681.62,0.00
320.00,0.00,0.00,0.00,43.73,1689.25,0.00
330.00,0.00,0.00,0.00,35.34,1661.03,0.00
340.00,0.00,0.00,0.00,-0.52,1658.74,0.00
350.00,0.00,0.00,0.00,40.68,1716.72,0.00
360.00,0.00,0.00,0.00,-7.39,1664.84,0.00
370.00,0.00,0.00,0.00,26.18,1675.52,0.00
380.00,0.00,0.00,0.00,16.26,1651.11,0.00
390.00,0.00,0.00,0.00,23.13,1667.89,0.00
400.00,0.00,0.00,0.00,17.03,1666.37,0.00
410.00,0.00,0.00,0.00,-12.73,1641.95,0.00
420.00,0.00,0.00,0.00,26.95,1680.10,0.00
430.00,0.00,0.00,0.00,26.18,1678.57,0.00
440.00,0.00,0.00,0.00,39.92,1667.89,0.00
450.00,0.00,0.00,0.00,20.08,1682.39,0.00
470.00,0.00,0.00,0.00,46.02,1660.26,0.00
480.00,0.00,0.00,0.00,23.89,1670.94,0.00
490.00,0.00,0.00,0.00,15.50,1657.21,0.00
500.00,0.00,0.00,0.00,43.73,1683.91,0.00
510.00,0.00,0.00,0.00,29.23,1667.89,0.00
520.00,0.00,0.00,0.00,11.69,1686.20,0.00
530.00,0.00,0.00,0.00,21.61,1679.34,0.00
540.00,0.00,0.00,0.00,-7.39,1674.00,0.00
550.00,0.00,0.00,0.00,42.20,1677.81,0.00
560.00,0.00,0.00,0.00,36.10,1664.08,0.00
570.00,0.00,0.00,0.00,18.55,1677.81,0.00
580.00,0.00,0.00,0.00,15.50,1680.10,0.00
590.00,0.00,0.00,0.00,32.29,1663.31,0.00
600.00,0.00,0.00,0.00,33.81,1699.94,0.00
610.00,0.00,0.00,0.00,0.24,1637.37,0.00
620.00,0.00,0.00,0.00,11.69,1683.15,0.00
630.00,0.00,0.00,0.00,41.44,1676.28,0.00
641.00,0.00,0.00,0.00,23.13,1693.83,0.00
650.00,0.00,0.00,0.00,23.13,1674.00,0.00
660.00,0.00,0.00,0.00,-21.88,1645.00,0.00
670.00,0.00,0.00,0.00,33.05,1679.34,0.00
680.00,0.00,0.00,0.00,22.37,1677.05,0.00
690.00,0.00,0.00,0.00,18.55,1658.74,0.00
700.00,0.00,0.00,0.00,26.95,1683.15,0.00
710.00,0.00,0.00,0.00,-2.81,1639.66,0.00
720.00,0.00,0.00,0.00,39.92,1676.28,0.00
730.00,0.00,0.00,0.00,13.98,1655.68,0.00
740.00,0.00,0.00,0.00,19.32,1675.52,0.00
750.00,0.00,0.00,0.00,34.58,1649.58,0.00
760.00,0.00,0.00,0.00,19.32,1657.97,0.00
770.00,0.00,0.00,0.00,13.98,1690.02,0.00
780.00,0.00,0.00,0.00,24.66,1667.13,0.00
790.00,0.00,0.00,0.00,14.74,1671.71,0.00
800.00,0.00,0.00,0.00,21.61,1666.37,0.00
810.00,0.00,0.00,0.00,5.58,1661.79,0.00
820.00,0.00,0.00,0.00,22.37,1686.20,0.00
830.00,0.00,0.00,0.00,21.61,1678.57,0.00
840.00,0.00,0.00,0.00,11.69,1649.58,0.00
850.00,0.00,0.00,0.00,35.34,1710.62,0.00
860.00,0.00,0.00,0.00,9.40,1638.90,0.00
870.00,0.00,0.00,0.00,33.81,1683.15,0.00
880.00,0.00,0.00,0.00,30.00,1662.55,0.00
891.00,0.00,0.00,0.00,26.95,1659.50,0.00
900.00,0.00,0.00,0.00,10.92,1677.05,0.00
910.00,0.00,0.00,0.00,4.06,1640.43,0.00
920.00,0.00,0.00,0.00,36.86,1686.97,0.00
930.00,0.00,0.00,0.00,5.58,1652.63,0.00
940.00,0.00,0.00,0.00,13.98,1651.11,0.00
950.00,0.00,0.00,0.00,11.69,1680.10,0.00
960.00,0.00,0.00,0.00,15.50,1648.06,0.00
970.00,0.00,0.00,0.00,14.74,1683.15,0.00
980.00,0.00,0.00,0.00,41.44,1664.84,0.00
990.00,0.00,0.00,0.00,23.13,1646.53,0.00
1000.00,0.00,0.00,0.00,-0.52,1681.62,0.00
1010.00,0.00,0.00,0.00,15.50,1681.62,0.00
1020.00,0.00,0.00,0.00,26.18,1682.39,0.00
1030.00,0.00,0.00,0.00,20.84,1671.71,0.00
1040.00,0.00,0.00,0.00,15.50,1651.87,0.00
1050.00,0.00,0.00,0.00,38.39,1657.21,0.00
1060.00,0.00,0.00,0.00,20.08,1664.08,0.00
1070.00,0.00,0.00,0.00,32.29,1674.00,0.00
1080.00,0.00,0.00,0.00,13.98,1680.86,0.00
1092.00,0.00,0.00,0.00,27.71,1659.50,0.00
1100.00,0.00,0.00,0.00,37.63,1668.65,0.00
1110.00,0.00,0.00,0.00,-5.10,1661.79,0.00
1120.00,0.00,0.00,0.00,31.52,1687.73,0.00
1130.00,0.00,0.00,0.00,29.23,1669.42,0.00
1141.00,0.00,0.00,0.00,33.05,1668.65,0.00
1150.00,0.00,0.00,0.00,26.18,1672.47,0.00
1160.00,0.00,0.00,0.00,-11.20,1644.24,0.00
1170.00,0.00,0.00,0.00,19.32,1685.44,0.00
1180.00,0.00,0.00,0.00,17.03,1670.94,0.00
1190.00,0.00,0.00,0.00,27.71,1664.84,0.00
1200.00,0.00,0.00,0.00,32.29,1668.65,0.00
1210.00,0.00,0.00,0.00,8.64,1645.77,0.00
1220.00,0.00,0.00,0.00,17.03,1676.28,0.00
1230.00,0.00,0.00,0.00,11.69,1671.71,0.00
1250.00,0.00,0.00,0.00,25.42,1654.16,0.00
1260.00,0.00,0.00,0.00,13.98,1670.94,0.00
1270.00,0.00,0.00,0.00,10.16,1671.71,0.00
1280.00,0.00,0.00,0.00,20.08,1681.62,0.00
1290.00,0.00,0.00,0.00,13.21,1671.71,0.00
1300.00,0.00,0.00,0.00,15.50,1670.94,0.00
1310.00,0.00,0.00,0.00,6.35,1672.47,0.00
1320.00,0.00,0.00,0.00,28.47,1681.62,0.00
1330.00,0.00,0.00,0.00,27.71,1664.84,0.00
1340.00,0.00,0.00,0.00,2.53,1686.20,0.00
1350.00,0.00,0.00,0.00,9.40,1692.31,0.00
1360.00,0.00,0.00,0.00,3.29,1649.58,0.00
1370.00,0.00,0.00,0.00,20.08,1698.41,0.00
1380.00,0.00,0.00,0.00,1.77,1662.55,0.00
1390.00,0.00,0.00,0.00,24.66,1677.05,0.00
1400.00,0.00,0.00,0.00,8.64,1672.47,0.00
1440.00,0.00,0.00,0.00,30.76,1667.89,0.00
1450.00,0.00,0.00,0.00,24.66,1657.97,0.00
1460.00,0.00,0.00,0.00,5.58,1651.87,0.00
1470.00,0.00,0.00,0.00,26.18,1661.03,0.00
1480.00,0.00,0.00,0.00,18.55,1683.91,0.00
1490.00,0.00,0.00,0.00,30.76,1672.47,0.00
1500.00,0.00,0.00,0.00,12.45,1661.79,0.00
1510.00,0.00,0.00,0.00,38.39,1672.47,0.00
1520.00,0.00,0.00,0.00,29.23,1686.97,0.00
1530.00,0.00,0.00,0.00,20.84,1672.47,0.00
1540.00,0.00,0.00,0.00,3.29,1663.31,0.00
1550.00,0.00,0.00,0.00,32.29,1692.31,0.00
1560.00,0.00,0.00,0.00,32.29,1681.62,0.00
1570.00,0.00,0.00,0.00,36.86,1681.62,0.00
1580.00,0.00,0.00,0.00,5.58,1649.58,0.00
1590.00,0.00,0.00,0.00,20.84,1661.03,0.00
1600.00,0.00,0.00,0.00,32.29,1694.59,0.00
1610.00,0.00,0.00,0.00,-14.25,1657.97,0.00
1620.00,0.00,0.00,0.00,15.50,1670.94,0.00
1630.00,0.00,0.00,0.00,38.39,1662.55,0.00
1640.00,0.00,0.00,0.00,7.87,1678.57,0.00
1650.00,0.00,0.00,0.00,32.29,1670.18,0.00
1660.00,0.00,0.00,0.00,8.64,1640.43,0.00
1670.00,0.00,0.00,0.00,30.00,1699.17,0.00
1680.00,0.00,0.00,0.00,19.32,1677.05,0.00
1690.00,0.00,0.00,0.00,9.40,1656.45,0.00
1700.00,0.00,0.00,0.00,7.11,1675.52,0.00
1710.00,0.00,0.00,0.00,30.00,1666.37,0.00
1720.00,0.00,0.00,0.00,27.71,1670.94,0.00
1730.00,0.00,0.00,0.00,33.05,1649.58,0.00
1740.00,0.00,0.00,0.00,15.50,1677.81,0.00
1750.00,0.00,0.00,0.00,26.95,1683.15,0.00
1760.00,0.00,0.00,0.00,32.29,1653.40,0.00
1770.00,0.00,0.00,0.00,41.44,1670.94,0.00
1780.00,0.00,0.00,0.00,16.26,1673.23,0.00
1790.00,0.00,0.00,0.00,21.61,1670.94,0.00
1800.00,0.00,0.00,0.00,19.32,1667.13,0.00
1810.00,0.00,0.00,0.00,35.34,1670.94,0.00
1820.00,0.00,0.00,0.00,20.08,1677.81,0.00
1830.00,0.00,0.00,0.00,14.74,1657.97,0.00
1840.00,0.00,0.00,0.00,9.40,1678.57,0.00
1851.00,0.00,0.00,0.00,25.42,1699.17,0.00
1860.00,0.00,0.00,0.00,-11.20,1654.16,0.00
1870.00,0.00,0.00,0.00,30.00,1680.10,0.00
1880.00,0.00,0.00,0.00,26.95,1670.94,0.00
1890.00,0.00,0.00,0.00,14.74,1670.94,0.00
1900.00,0.00,0.00,0.00,15.50,1678.57,0.00
1910.00,0.00,0.00,0.00,0.24,1640.43,0.00
1920.00,0.00,0.00,0.00,22.37,1691.54,0.00
1930.00,0.00,0.00,0.00,17.03,1673.23,0.00
1940.00,0.00,0.00,0.00,15.50,1670.18,0.00
1950.00,0.00,0.00,0.00,26.18,1674.76,0.00
1960.00,0.00,0.00,0.00,28.47,1661.79,0.00
1970.00,0.00,0.00,0.00,13.98,1670.94,0.00
1980.00,0.00,0.00,0.00,10.16,1669.42,0.00
1990.00,0.00,0.00,0.00,13.21,1668.65,0.00
2000.00,0.00,0.00,0.00,33.05,1661.79,0.00
2010.00,0.00,0.00,0.00,31.52,1671.71,0.00
2020.00,0.00,0.00,0.00,17.03,1670.94,0.00
2030.00,0.00,0.00,0.00,23.13,1674.00,0.00
2040.00,0.00,0.00,0.00,20.84,1669.42,0.00
2050.00,0.00,0.00,0.00,13.98,1676.28,0.00
2060.00,0.00,0.00,0.00,32.29,1692.31,0.00
2070.00,0.00,0.00,0.00,30.76,1675.52,0.00
2080.00,0.00,0.00,0.00,13.98,1663.31,0.00
2090.00,0.00,0.00,0.00,13.98,1660.26,0.00
2101.00,0.00,0.00,0.00,20.84,1677.05,0.00
2110.00,0.00,0.00,0.00,-11.20,1635.09,0.00
2120.00,0.00,0.00,0.00,33.05,1674.00,0.00
2130.00,0.00,0.00,0.00,20.08,1661.03,0.00
2140.00,0.00,0.00,0.00,20.84,1662.55,0.00
2150.00,0.00,0.00,0.00,15.50,1655.68,0.00
2160.00,0.00,0.00,0.00,3.29,1642.71,0.00
2170.00,0.00,0.00,0.00,16.26,1670.94,0.00
2180.00,0.00,0.00,0.00,71.96,1686.20,0.00
2190.00,0.00,0.00,0.00,-1.28,1657.97,0.00
2200.00,0.00,0.00,0.00,9.40,1674.00,0.00
2210.00,0.00,0.00,0.00,12.45,1674.00,0.00
2220.00,0.00,0.00,0.00,27.71,1672.47,0.00
2230.00,0.00,0.00,0.00,23.13,1649.58,0.00
2240.00,0.00,0.00,0.00,15.50,1672.47,0.00
2250.00,0.00,0.00,0.00,30.76,1670.94,0.00
2260.00,0.00,0.00,0.00,13.98,1661.79,0.00
2270.00,0.00,0.00,0.00,10.16,1662.55,0.00
2280.00,0.00,0.00,0.00,20.08,1662.55,0.00
2290.00,0.00,0.00,0.00,27.71,1667.89,0.00
2300.00,0.00,0.00,0.00,17.03,1669.42,0.00
2310.00,0.00,0.00,0.00,39.92,1667.89,0.00
2320.00,0.00,0.00,0.00,27.71,1689.25,0.00
2330.00,0.00,0.00,0.00,10.16,1664.84,0.00
2340.00,0.00,0.00,0.00,23.13,1675.52,0.00
2351.00,0.00,0.00,0.00,26.95,1667.89,0.00
2360.00,0.00,0.00,0.00,-15.78,1651.11,0.00
2370.00,0.00,0.00,0.00,26.95,1676.28,0.00
2380.00,0.00,0.00,0.00,20.84,1661.03,0.00
2390.00,0.00,0.00,0.00,16.26,1664.08,0.00
2400.00,0.00,0.00,0.00,46.78,1677.05,0.00
2410.00,0.00,0.00,0.00,9.40,1658.74,0.00
2420.00,0.00,0.00,0.00,17.03,1677.05,0.00
2430.00,0.00,0.00,0.00,55.17,1690.78,0.00
2440.00,0.00,0.00,0.00,26.18,1680.86,0.00
2450.00,0.00,0.00,0.00,10.16,1674.76,0.00
2460.00,0.00,0.00,0.00,38.39,1685.44,0.00
2470.00,0.00,0.00,0.00,27.71,1648.82,0.00
2480.00,0.00,0.00,0.00,10.16,1686.97,0.00
2490.00,0.00,0.00,0.00,14.74,1676.28,0.00
2500.00,0.00,0.00,0.00,19.32,1648.82,0.00
2510.00,0.00,0.00,0.00,7.87,1667.89,0.00
2520.00,0.00,0.00,0.00,43.73,1677.81,0.00
2600.00,0.00,0.00,0.00,9.40,1674.76,0.00
0.00,0.00,0.00,0.00,-0.52,1640.43,0.00
10.00,0.00,0.00,0.00,20.08,1656.45,0.00
20.00,0.00,0.00,0.00,39.15,1689.25,0.00
30.00,0.00,0.00,0.00,31.52,1667.89,0.00
40.00,0.00,0.00,0.00,16.26,1683.91,0.00
50.00,0.00,0.00,0.00,11.69,1643.48,0.00
60.00,0.00,0.00,0.00,9.40,1670.18,0.00
70.00,0.00,0.00,0.00,75.01,1703.75,0.00
80.00,0.00,0.00,0.00,21.61,1677.81,0.00
90.00,0.00,0.00,0.00,13.98,1657.21,0.00
100.00,0.00,0.00,0.00,30.00,1661.79,0.00
110.00,0.00,0.00,0.00,29.23,1667.89,0.00
120.00,0.00,0.00,0.00,7.87,1669.42,0.00
130.00,0.00,0.00,0.00,12.45,1673.23,0.00
140.00,0.00,0.00,0.00,35.34,1683.15,0.00
150.00,0.00,0.00,0.00,18.55,1667.89,0.00
160.00,0.00,0.00,0.00,13.21,1670.94,0.00
170.00,0.00,0.00,0.00,32.29,1673.23,0.00
180.00,0.00,0.00,0.00,20.08,1668.65,0.00
190.00,0.00,0.00,0.00,7.11,1666.37,0.00
200.00,0.00,0.00,0.00,35.34,1678.57,0.00
210.00,0.00,0.00,0.00,25.42,1678.57,0.00
220.00,0.00,0.00,0.00,15.50,1681.62,0.00
230.00,0.00,0.00,0.00,3.29,1661.79,0.00
240.00,0.00,0.00,0.00,4.82,1681.62,0.00
250.00,0.00,0.00,0.00,-8.15,1624.40,0.00
260.00,0.00,0.00,0.00,23.89,1677.05,0.00
270.00,0.00,0.00,0.00,18.55,1668.65,0.00
280.00,0.00,0.00,0.00,33.81,1676.28,0.00
290.00,0.00,0.00,0.00,13.98,1666.37,0.00
300.00,0.00,0.00,0.00,24.66,1651.11,0.00
310.00,0.00,0.00,0.00,17.03,1672.47,0.00
320.00,0.00,0.00,0.00,62.80,1715.96,0.00
330.00,0.00,0.00,0.00,23.89,1667.89,0.00
340.00,0.00,0.00,0.00,20.84,1686.97,0.00
350.00,0.00,0.00,0.00,22.37,1677.05,0.00
360.00,0.00,0.00,0.00,26.95,1654.92,0.00
370.00,0.00,0.00,0.00,26.18,1693.83,0.00
380.00,0.00,0.00,0.00,29.23,1662.55,0.00
390.00,0.00,0.00,0.00,23.89,1672.47,0.00
400.00,0.00,0.00,0.00,42.97,1677.05,0.00
410.00,0.00,0.00,0.00,9.40,1669.42,0.00
420.00,0.00,0.00,0.00,45.26,1676.28,0.00
430.00,0.00,0.00,0.00,8.64,1682.39,0.00
440.00,0.00,0.00,0.00,28.47,1679.34,0.00
451.00,0.00,0.00,0.00,38.39,1690.78,0.00
460.00,0.00,0.00,0.00,22.37,1679.34,0.00
470.00,0.00,0.00,0.00,13.21,1660.26,0.00
480.00,0.00,0.00,0.00,15.50,1671.71,0.00
490.00,0.00,0.00,0.00,25.42,1674.76,0.00
500.00,0.00,0.00,0.00,7.87,1638.90,0.00
510.00,0.00,15269.00,0.00,41.44,7785.90,0.00
520.00,0.00,15269.00,0.00,46.78,13453.78,0.00
530.00,0.00,15269.00,0.00,14.74,14153.40,0.00
540.00,0.00,15269.00,0.00,29.23,14211.38,0.00
550.00,0.00,15269.00,0.00,-2.05,14219.77,0.00
560.00,0.00,15269.00,0.00,29.23,14262.50,0.00
570.00,0.00,15269.00,0.00,56.70,14305.22,0.00
580.00,0.00,15269.00,0.00,35.34,14247.24,0.00
590.00,0.00,15269.00,0.00,23.89,14246.47,0.00
600.00,0.00,15269.00,0.00,21.61,14273.18,0.00
610.00,0.00,15269.00,0.00,28.47,14245.71,0.00
620.00,0.00,15269.00,0.00,20.84,14237.32,0.00
630.00,0.00,15269.00,0.00,10.92,14228.93,0.00
640.00,0.00,15269.00,0.00,13.98,14267.84,0.00
650.00,0.00,15269.00,0.00,21.61,14220.53,0.00
660.00,0.00,15269.00,0.00,-7.39,14244.95,0.00
670.00,0.00,15269.00,0.00,10.16,14243.42,0.00
680.00,0.00,15269.00,0.00,23.13,14248.00,0.00
690.00,0.00,15269.00,0.00,20.08,14260.97,0.00
701.00,0.00,15269.00,0.00,31.52,14281.57,0.00
710.00,0.00,15269.00,0.00,15.50,14252.58,0.00
720.00,0.00,15269.00,0.00,30.76,14235.03,0.00
730.00,0.00,15269.00,0.00,7.87,14237.32,0.00
740.00,0.00,15269.00,0.00,30.76,14247.24,0.00
750.00,0.00,15269.00,0.00,-1.28,14225.11,0.00
760.00,0.00,15269.00,0.00,42.20,14237.32,0.00
770.00,0.00,15269.00,0.00,35.34,14241.90,0.00
780.00,0.00,15269.00,0.00,14.74,14244.19,0.00
790.00,0.00,15269.00,0.00,18.55,14254.87,0.00
800.00,0.00,15269.00,0.00,31.52,14256.39,0.00
810.00,0.00,15269.00,0.00,27.71,14230.45,0.00
820.00,0.00,15269.00,0.00,49.83,14311.32,0.00
830.00,0.00,15269.00,0.00,33.81,14248.76,0.00
840.00,0.00,15269.00,0.00,20.84,14261.73,0.00
850.00,0.00,15269.00,0.00,16.26,14242.66,0.00
860.00,0.00,15269.00,0.00,12.45,14233.50,0.00
870.00,0.00,15269.00,0.00,9.40,14241.13,0.00
880.00,0.00,15269.00,0.00,14.74,14228.93,0.00
890.00,0.00,15269.00,0.00,12.45,14249.53,0.00
900.00,0.00,15269.00,0.00,10.16,14248.76,0.00
910.00,0.00,15269.00,0.00,-16.54,14242.66,0.00
920.00,0.00,15269.00,0.00,26.18,14246.47,0.00
930.00,0.00,15269.00,0.00,14.74,14265.55,0.00
940.00,0.00,15269.00,0.00,21.61,14244.19,0.00
951.00,0.00,15269.00,0.00,34.58,14256.39,0.00
960.00,0.00,15269.00,0.00,20.08,14255.63,0.00
970.00,0.00,15269.00,0.00,18.55,14231.22,0.00
980.00,0.00,15269.00,0.00,20.84,14247.24,0.00
990.00,0.00,15269.00,0.00,22.37,14241.13,0.00
1000.00,0.00,15269.00,0.00,7.87,14222.06,0.00
1010.00,0.00,0.00,0.00,36.86,10313.52,0.00
1020.00,0.00,0.00,0.00,61.28,3033.55,0.00
1030.00,0.00,0.00,0.00,20.84,1854.05,0.00
1040.00,0.00,0.00,0.00,18.55,1735.03,0.00
1050.00,0.00,0.00,0.00,26.18,1680.86,0.00
1060.00,0.00,0.00,0.00,28.47,1672.47,0.00
1070.00,0.00,0.00,0.00,49.83,1712.91,0.00
1080.00,0.00,0.00,0.00,22.37,1674.00,0.00
1090.00,0.00,0.00,0.00,22.37,1675.52,0.00
1100.00,0.00,0.00,0.00,18.55,1674.76,0.00
1110.00,0.00,0.00,0.00,33.81,1642.71,0.00
1120.00,0.00,0.00,0.00,39.92,1677.81,0.00
1130.00,0.00,0.00,0.00,32.29,1657.97,0.00
1140.00,0.00,0.00,0.00,5.58,1668.65,0.00
1150.00,0.00,0.00,0.00,16.26,1664.84,0.00
1160.00,0.00,0.00,0.00,-40.96,1648.82,0.00
1170.00,0.00,0.00,0.00,19.32,1669.42,0.00
1180.00,0.00,0.00,0.00,20.84,1667.13,0.00
1190.00,0.00,0.00,0.00,13.21,1662.55,0.00
1200.00,0.00,0.00,0.00,38.39,1662.55,0.00
1210.00,0.00,0.00,0.00,-0.52,1660.26,0.00
1220.00,0.00,0.00,0.00,35.34,1672.47,0.00
1230.00,0.00,0.00,0.00,17.03,1672.47,0.00
1240.00,0.00,0.00,0.00,15.50,1684.68,0.00
1250.00,0.00,0.00,0.00,-8.91,1653.40,0.00
1260.00,0.00,0.00,0.00,23.13,1688.49,0.00
1270.00,0.00,0.00,0.00,56.70,1680.10,0.00
1280.00,0.00,0.00,0.00,17.03,1661.79,0.00
1290.00,0.00,0.00,0.00,7.11,1660.26,0.00
1300.00,0.00,0.00,0.00,29.23,1677.05,0.00
1310.00,0.00,0.00,0.00,33.05,1660.26,0.00
1320.00,0.00,0.00,0.00,19.32,1680.86,0.00
1330.00,0.00,0.00,0.00,26.95,1674.00,0.00
1340.00,0.00,0.00,0.00,32.29,1680.10,0.00
1350.00,0.00,0.00,0.00,32.29,1671.71,0.00
1360.00,0.00,0.00,0.00,9.40,1661.03,0.00
1370.00,0.00,0.00,0.00,20.08,1681.62,0.00
1380.00,0.00,0.00,0.00,32.29,1662.55,0.00
1390.00,0.00,0.00,0.00,1.77,1668.65,0.00
1400.00,0.00,0.00,0.00,33.81,1677.81,0.00
1410.00,0.00,0.00,0.00,-21.12,1655.68,0.00
1420.00,0.00,0.00,0.00,36.86,1665.60,0.00
1430.00,0.00,0.00,0.00,17.03,1655.68,0.00
1440.00,0.00,0.00,0.00,17.03,1676.28,0.00
1450.00,0.00,0.00,0.00,13.98,1681.62,0.00
1460.00,0.00,0.00,0.00,13.98,1702.99,0.00
1470.00,0.00,0.00,0.00,36.86,1670.18,0.00
1480.00,0.00,0.00,0.00,22.37,1661.03,0.00
1490.00,0.00,0.00,0.00,20.84,1683.91,0.00
1500.00,0.00,0.00,0.00,18.55,1655.68,0.00
1510.00,0.00,17337.00,0.00,-3.57,3691.21,0.00
1520.00,0.00,17337.00,0.00,76.54,13755.90,0.00
1530.00,0.00,17337.00,0.00,27.71,15632.74,0.00
1540.00,0.00,17337.00,0.00,23.13,15904.34,0.00
1550.00,0.00,17337.00,0.00,35.34,15944.78,0.00
1560.00,0.00,17337.00,0.00,10.92,15947.83,0.00
1570.00,0.00,17337.00,0.00,58.99,15968.43,0.00
1580.00,0.00,17337.00,0.00,21.61,15950.88,0.00
1590.00,0.00,17337.00,0.00,21.61,15944.78,0.00
1600.00,0.00,17337.00,0.00,21.61,15948.59,0.00
1610.00,0.00,17337.00,0.00,30.00,15951.64,0.00
1620.00,0.00,17337.00,0.00,20.84,15928.76,0.00
1630.00,0.00,17337.00,0.00,21.61,15950.88,0.00
1640.00,0.00,17337.00,0.00,17.03,15954.70,0.00
1650.00,0.00,17337.00,0.00,26.18,15939.44,0.00
1660.00,0.00,17337.00,0.00,-18.83,15902.05,0.00
1670.00,0.00,17337.00,0.00,33.81,15947.83,0.00
1680.00,0.00,17337.00,0.00,0.24,15932.57,0.00
1690.00,0.00,17337.00,0.00,30.76,15937.15,0.00
1700.00,0.00,17337.00,0.00,41.44,15957.75,0.00
1710.00,0.00,17337.00,0.00,10.16,15969.95,0.00
1720.00,0.00,17337.00,0.00,9.40,15933.33,0.00
1730.00,0.00,17337.00,0.00,13.98,15951.64,0.00
1740.00,0.00,17337.00,0.00,23.13,15946.30,0.00
1750.00,0.00,17337.00,0.00,10.92,15930.28,0.00
1760.00,0.00,17337.00,0.00,27.71,15950.12,0.00
1770.00,0.00,17337.00,0.00,73.49,15961.56,0.00
1780.00,0.00,17337.00,0.00,18.55,15961.56,0.00
1790.00,0.00,17337.00,0.00,26.95,15941.73,0.00
1800.00,0.00,17337.00,0.00,18.55,15939.44,0.00
1810.00,0.00,17337.00,0.00,32.29,15940.96,0.00
1820.00,0.00,17337.00,0.00,30.00,15976.82,0.00
1830.00,0.00,17337.00,0.00,35.34,15960.04,0.00
1840.00,0.00,17337.00,0.00,17.03,15956.22,0.00
1850.00,0.00,17337.00,0.00,19.32,15947.83,0.00
1860.00,0.00,17337.00,0.00,21.61,15939.44,0.00
1870.00,0.00,17337.00,0.00,26.18,15950.12,0.00
1880.00,0.00,17337.00,0.00,30.76,15950.88,0.00
1890.00,0.00,17337.00,0.00,22.37,15950.88,0.00
1900.00,0.00,17337.00,0.00,6.35,15945.54,0.00
1911.00,0.00,17337.00,0.00,-15.02,15901.29,0.00
1920.00,0.00,17337.00,0.00,25.42,15953.17,0.00
1930.00,0.00,17337.00,0.00,10.92,15932.57,0.00
1940.00,0.00,17337.00,0.00,26.18,15950.12,0.00
1950.00,0.00,17337.00,0.00,42.97,15960.04,0.00
1960.00,0.00,17337.00,0.00,26.18,15960.80,0.00
1970.00,0.00,17337.00,0.00,37.63,15962.33,0.00
1980.00,0.00,17337.00,0.00,18.55,15945.54,0.00
1990.00,0.00,17337.00,0.00,6.35,15955.46,0.00
2000.00,0.00,17337.00,0.00,39.92,15945.54,0.00
2010.00,0.00,0.00,0.00,37.63,15331.37,0.00
2020.00,0.00,0.00,0.00,-2.05,4406.08,0.00
2030.00,0.00,0.00,0.00,25.42,2077.59,0.00
2040.00,0.00,0.00,0.00,26.18,1762.50,0.00
2050.00,0.00,0.00,0.00,24.66,1709.85,0.00
2060.00,0.00,0.00,0.00,30.76,1683.15,0.00
2070.00,0.00,0.00,0.00,46.78,1683.91,0.00
2080.00,0.00,0.00,0.00,18.55,1677.81,0.00
2090.00,0.00,0.00,0.00,4.06,1660.26,0.00
2100.00,0.00,0.00,0.00,7.87,1680.10,0.00
2110.00,0.00,0.00,0.00,36.10,1661.03,0.00
2120.00,0.00,0.00,0.00,28.47,1672.47,0.00
2130.00,0.00,0.00,0.00,15.50,1664.84,0.00
2140.00,0.00,0.00,0.00,15.50,1654.92,0.00
2150.00,0.00,0.00,0.00,16.26,1673.23,0.00
2161.00,0.00,0.00,0.00,-13.49,1620.59,0.00
2170.00,0.00,0.00,0.00,26.95,1657.97,0.00
